trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
300_0037,17:50,17:50,kollafj_r_ur_tunnel,6,0,0
300_0037,18:10,18:10,torshavn,7,0,0
300_0038,20:30,20:30,vaga_airport_fl_gv_llurin,1,0,0
300_0038,20:55,20:55,kollafjar_adalur_vi_effo,2,0,0
300_0038,21:00,21:00,kollafj_r_ur_tunnel,3,0,0
300_0038,21:20,21:20,torshavn,4,0,0
350_0001,11:30,11:30,torshavn,1,0,0
350_0001,11:50,11:50,kollafj_r_ur_tunnel,2,0,0
350_0001,11:55,11:55,kollafjar_adalur_vi_effo,3,0,0
350_0001,12:10,12:10,sandavagur,4,0,0
350_0001,12:15,12:15,mi_vagur,5,0,0
350_0001,12:25,12:25,vaga_airport_fl_gv_llurin,6,0,0
350_0001,12:35,12:35,s_rvagur,7,0,0
350_0001,12:45,12:45,b_ur,8,0,0
350_0002,15:30,15:30,glasir,1,0,0
350_0002,15:50,15:50,kollafj_r_ur_tunnel,2,0,0
350_0002,15:55,15:55,kollafjar_adalur_vi_effo,3,0,0
350_0002,16:15,16:15,sandavagur,4,0,0
350_0002,16:10,16:10,mi_vagur,5,0,0
350_0002,16:25,16:25,s_rvagur,6,0,0
350_0002,16:35,16:35,b_ur,7,0,0
350_0003,06:35,06:35,b_ur,1,0,0
350_0003,06:45,06:45,s_rvagur,2,0,0
350_0003,06:55,06:55,mi_vagur,3,0,0
350_0003,07:00,07:00,sandavagur,4,0,0
350_0003,07:15,07:15,kollafjar_adalur_vi_effo,5,0,0
350_0003,07:20,07:20,kollafj_r_ur_tunnel,6,0,0
350_0003,07:50,07:50,glasir,7,0,0
350_0004,12:45,12:45,b_ur,1,0,0
350_0004,13:00,13:00,s_rvagur,2,0,0
350_0004,13:30,13:30,vaga_airport_fl_gv_llurin,3,0,0
350_0004,13:40,13:40,mi_vagur,4,0,0
350_0004,13:45,13:45,sandavagur,5,0,0
350_0004,14:00,14:00,kollafjar_adalur_vi_effo,6,0,0
350_0004,14:05,14:05,kollafj_r_ur_tunnel,7,0,0
350_0004,14:30,14:30,torshavn,8,0,0
36_0001,10:45,10:45,s_rvagur,1,0,0
36_0001,11:30,11:30,mykines,2,0,0
36_0002,10:45,10:45,s_rvagur,1,0,0
36_0002,11:30,11:30,mykines,2,0,0
36_0003,10:45,10:45,s_rvagur,1,0,0
36_0003,11:30,11:30,mykines,2,0,0
36_0004,09:30,09:30,s_rvagur,1,0,0
36_0004,10:15,10:15,mykines,2,0,0
36_0005,13:30,13:30,s_rvagur,1,0,0
36_0005,14:15,14:15,mykines,2,0,0
36_0006,17:30,17:30,s_rvagur,1,0,0
36_0006,18:15,18:15,mykines,2,0,0
36_0007,09:30,09:30,s_rvagur,1,0,0
36_0007,10:15,10:15,mykines,2,0,0
36_0008,13:30,13:30,s_rvagur,1,0,0
36_0008,14:15,14:15,mykines,2,0,0
36_0009,17:30,17:30,s_rvagur,1,0,0
36_0009,18:15,18:15,mykines,2,0,0
36_0010,09:30,09:30,s_rvagur,1,0,0
36_0010,10:15,10:15,mykines,2,0,0
36_0011,13:30,13:30,s_rvagur,1,0,0
36_0011,14:15,14:15,mykines,2,0,0
36_0012,17:30,17:30,s_rvagur,1,0,0
36_0012,18:15,18:15,mykines,2,0,0
36_0013,09:30,09:30,s_rvagur,1,0,0
36_0013,10:15,10:15,mykines,2,0,0
36_0014,13:30,13:30,s_rvagur,1,0,0
36_0014,14:15,14:15,mykines,2,0,0
36_0015,17:30,17:30,s_rvagur,1,0,0
36_0015,18:15,18:15,mykines,2,0,0
36_0016,09:30,09:30,s_rvagur,1,0,0
36_0016,10:15,10:15,mykines,2,0,0
36_0017,13:30,13:30,s_rvagur,1,0,0
36_0017,14:15,14:15,mykines,2,0,0
36_0018,17:30,17:30,s_rvagur,1,0,0
36_0018,18:15,18:15,mykines,2,0,0
36_0019,09:30,09:30,s_rvagur,1,0,0
36_0019,10:15,10:15,mykines,2,0,0
36_0020,13:30,13:30,s_rvagur,1,0,0
36_0020,14:15,14:15,mykines,2,0,0
36_0021,17:30,17:30,s_rvagur,1,0,0
36_0021,18:15,18:15,mykines,2,0,0
36_0022,09:30,09:30,s_rvagur,1,0,0
36_0022,10:15,10:15,mykines,2,0,0
36_0023,13:30,13:30,s_rvagur,1,0,0
36_0023,14:15,14:15,mykines,2,0,0
36_0024,17:30,17:30,s_rvagur,1,0,0
36_0024,18:15,18:15,mykines,2,0,0
36_0025,10:45,10:45,s_rvagur,1,0,0
36_0025,11:30,11:30,mykines,2,0,0
36_0026,10:45,10:45,s_rvagur,1,0,0
36_0026,11:30,11:30,mykines,2,0,0
36_0027,10:45,10:45,s_rvagur,1,0,0
36_0027,11:30,11:30,mykines,2,0,0
36_0028,10:45,10:45,s_rvagur,1,0,0
36_0028,11:30,11:30,mykines,2,0,0
36_0029,10:45,10:45,s_rvagur,1,0,0
36_0029,11:30,11:30,mykines,2,0,0
36_0030,10:45,10:45,s_rvagur,1,0,0
36_0030,11:30,11:30,mykines,2,0,0
36_0031,10:45,10:45,s_rvagur,1,0,0
36_0031,11:30,11:30,mykines,2,0,0
400_0001,05:55,05:55,klaksvik,1,0,0
400_0001,06:05,06:05,leirvik,2,0,0
400_0001,06:10,06:10,g_tudalur,3,0,0
400_0001,06:20,06:20,s_ldarfj_r_ur,4,0,0
400_0001,06:25,06:25,skalafj_r_ur,5,0,0
400_0001,06:40,06:40,oyrarbakki,6,0,0
400_0001,06:47,06:47,hosvik,7,0,0
400_0001,07:05,07:05,kollafj_r_ur_tunnel,8,0,0
400_0002,06:50,06:50,klaksvik,1,0,0
400_0002,07:00,07:00,leirvik,2,0,0
400_0002,07:05,07:05,g_tudalur,3,0,0
400_0002,07:15,07:15,s_ldarfj_r_ur,4,0,0
400_0002,07:20,07:20,skalafj_r_ur,5,0,0
400_0002,07:35,07:35,oyrarbakki,6,0,0
400_0002,07:42,07:42,hosvik,7,0,0
400_0002,07:55,07:55,kollafj_r_ur_tunnel,8,0,0
400_0002,08:25,08:25,torshavn,9,0,0
400_0003,07:45,07:45,klaksvik,1,0,0
400_0003,07:55,07:55,leirvik,2,0,0
400_0003,08:00,08:00,g_tudalur,3,0,0
400_0003,08:10,08:10,s_ldarfj_r_ur,4,0,0
400_0003,08:15,08:15,skalafj_r_ur,5,0,0
400_0003,08:30,08:30,oyrarbakki,6,0,0
400_0003,08:37,08:37,hosvik,7,0,0
400_0003,08:50,08:50,kollafj_r_ur_tunnel,8,0,0
400_0003,09:15,09:15,torshavn,9,0,0
400_0004,08:50,08:50,klaksvik,1,0,0
400_0004,09:05,09:05,leirvik,2,0,0
400_0004,09:10,09:10,g_tudalur,3,0,0
400_0004,09:20,09:20,s_ldarfj_r_ur,4,0,0
400_0004,09:25,09:25,skalafj_r_ur,5,0,0
400_0004,09:40,09:40,oyrarbakki,6,0,0
400_0004,09:47,09:47,hosvik,7,0,0
400_0004,10:00,10:00,kollafj_r_ur_tunnel,8,0,0
400_0004,10:25,10:25,torshavn,9,0,0
400_0005,11:50,11:50,klaksvik,1,0,0
400_0005,12:05,12:05,leirvik,2,0,0
400_0005,12:10,12:10,g_tudalur,3,0,0
400_0005,12:20,12:20,s_ldarfj_r_ur,4,0,0
400_0005,12:25,12:25,skalafj_r_ur,5,0,0
400_0005,12:40,12:40,oyrarbakki,6,0,0
400_0005,12:47,12:47,hosvik,7,0,0
400_0005,13:00,13:00,kollafj_r_ur_tunnel,8,0,0
400_0005,13:25,13:25,torshavn,9,0,0
400_0006,13:50,13:50,g_tudalur,1,0,0
400_0006,13:55,13:55,s_ldarfj_r_ur,2,0,0
400_0006,14:00,14:00,skalafj_r_ur,3,0,0
400_0006,14:15,14:15,oyrarbakki,4,0,0
400_0006,14:22,14:22,hosvik,5,0,0
400_0006,14:35,14:35,kollafj_r_ur_tunnel,6,0,0
400_0006,15:00,15:00,torshavn,7,0,0
400_0007,13:25,13:25,klaksvik,1,0,0
400_0007,13:40,13:40,leirvik,2,0,0
400_0007,13:50,13:50,g_tudalur,3,0,0
400_0007,13:55,13:55,s_ldarfj_r_ur,4,0,0
400_0007,14:00,14:00,skalafj_r_ur,5,0,0
400_0007,14:15,14:15,oyrarbakki,6,0,0
400_0007,14:22,14:22,hosvik,7,0,0
400_0007,14:35,14:35,kollafj_r_ur_tunnel,8,0,0
400_0007,15:00,15:00,torshavn,9,0,0
400_0008,14:15,14:15,klaksvik,1,0,0
400_0008,14:30,14:30,leirvik,2,0,0
400_0008,14:35,14:35,g_tudalur,3,0,0
400_0008,14:45,14:45,s_ldarfj_r_ur,4,0,0
400_0008,14:50,14:50,skalafj_r_ur,5,0,0
400_0008,15:05,15:05,oyrarbakki,6,0,0
400_0008,15:12,15:12,hosvik,7,0,0
400_0008,15:25,15:25,kollafj_r_ur_tunnel,8,0,0
400_0008,15:55,15:55,torshavn,9,0,0
400_0009,15:05,15:05,klaksvik,1,0,0
400_0009,15:20,15:20,leirvik,2,0,0
400_0009,15:25,15:25,g_tudalur,3,0,0
400_0009,15:35,15:35,s_ldarfj_r_ur,4,0,0
400_0009,15:40,15:40,skalafj_r_ur,5,0,0
400_0009,15:55,15:55,oyrarbakki,6,0,0
400_0009,16:02,16:02,hosvik,7,0,0
400_0009,16:15,16:15,kollafj_r_ur_tunnel,8,0,0
400_0009,16:40,16:40,torshavn,9,0,0
400_0010,16:25,16:25,klaksvik,1,0,0
400_0010,16:40,16:40,leirvik,2,0,0
400_0010,16:45,16:45,g_tudalur,3,0,0
400_0010,16:55,16:55,s_ldarfj_r_ur,4,0,0
400_0010,17:00,17:00,skalafj_r_ur,5,0,0
400_0010,17:15,17:15,oyrarbakki,6,0,0
400_0010,17:22,17:22,hosvik,7,0,0
400_0010,17:35,17:35,kollafj_r_ur_tunnel,8,0,0
400_0010,18:00,18:00,torshavn,9,0,0
400_0011,18:05,18:05,klaksvik,1,0,0
400_0011,18:20,18:20,leirvik,2,0,0
400_0011,18:25,18:25,g_tudalur,3,0,0
400_0011,18:35,18:35,s_ldarfj_r_ur,4,0,0
400_0011,18:40,18:40,skalafj_r_ur,5,0,0
400_0011,18:55,18:55,oyrarbakki,6,0,0
400_0011,19:02,19:02,hosvik,7,0,0
400_0011,19:15,19:15,kollafj_r_ur_tunnel,8,0,0
400_0011,19:40,19:40,torshavn,9,0,0
400_0012,19:45,19:45,leirvik,1,0,0
400_0012,19:50,19:50,g_tudalur,2,0,0
400_0012,20:00,20:00,s_ldarfj_r_ur,3,0,0
400_0012,20:05,20:05,skalafj_r_ur,4,0,0
400_0012,20:20,20:20,oyrarbakki,5,0,0
400_0012,20:27,20:27,hosvik,6,0,0
400_0012,20:40,20:40,kollafj_r_ur_tunnel,7,0,0
400_0012,21:05,21:05,torshavn,8,0,0
400_0013,06:10,06:10,torshavn,1,0,0
400_0013,06:30,06:30,kollafj_r_ur_tunnel,2,0,0
400_0013,06:40,06:40,hosvik,3,0,0
400_0013,06:55,06:55,oyrarbakki,4,0,0
400_0013,07:08,07:08,skalafj_r_ur,5,0,0
400_0013,07:15,07:15,s_ldarfj_r_ur,6,0,0
400_0013,07:25,07:25,g_tudalur,7,0,0
400_0013,07:30,07:30,leirvik,8,0,0
400_0013,07:40,07:40,klaksvik,9,0,0
400_0014,07:55,07:55,torshavn,1,0,0
400_0014,08:15,08:15,kollafj_r_ur_tunnel,2,0,0
400_0014,08:25,08:25,hosvik,3,0,0
400_0014,08:40,08:40,oyrarbakki,4,0,0
400_0014,08:55,08:55,skalafj_r_ur,5,0,0
400_0014,09:00,09:00,s_ldarfj_r_ur,6,0,0
400_0014,09:10,09:10,g_tudalur,7,0,0
400_0014,09:15,09:15,leirvik,8,0,0
400_0015,09:20,09:20,torshavn,1,0,0
400_0015,09:40,09:40,kollafj_r_ur_tunnel,2,0,0
400_0015,09:50,09:50,hosvik,3,0,0
400_0015,10:05,10:05,oyrarbakki,4,0,0
400_0015,10:20,10:20,skalafj_r_ur,5,0,0
400_0015,10:25,10:25,s_ldarfj_r_ur,6,0,0
400_0015,10:35,10:35,g_tudalur,7,0,0
400_0015,10:40,10:40,leirvik,8,0,0
400_0016,10:50,10:50,torshavn,1,0,0
400_0016,11:10,11:10,kollafj_r_ur_tunnel,2,0,0
400_0016,11:20,11:20,hosvik,3,0,0
400_0016,11:35,11:35,oyrarbakki,4,0,0
400_0016,11:50,11:50,skalafj_r_ur,5,0,0
400_0016,11:55,11:55,s_ldarfj_r_ur,6,0,0
400_0016,12:10,12:10,g_tudalur,7,0,0
400_0016,12:15,12:15,leirvik,8,0,0
400_0017,12:10,12:10,torshavn,1,0,0
400_0017,12:30,12:30,kollafj_r_ur_tunnel,2,0,0
400_0017,12:40,12:40,hosvik,3,0,0
400_0017,12:55,12:55,oyrarbakki,4,0,0
400_0017,13:10,13:10,skalafj_r_ur,5,0,0
400_0017,13:15,13:15,s_ldarfj_r_ur,6,0,0
400_0017,13:25,13:25,g_tudalur,7,0,0
400_0017,13:30,13:30,leirvik,8,0,0
400_0018,13:50,13:50,torshavn,1,0,0
400_0018,14:10,14:10,kollafj_r_ur_tunnel,2,0,0
400_0018,14:20,14:20,hosvik,3,0,0
400_0018,14:35,14:35,oyrarbakki,4,0,0
400_0018,14:50,14:50,skalafj_r_ur,5,0,0
400_0018,14:55,14:55,s_ldarfj_r_ur,6,0,0
400_0018,15:05,15:05,g_tudalur,7,0,0
400_0018,15:10,15:10,leirvik,8,0,0
400_0019,15:25,15:25,torshavn,1,0,0
400_0019,15:45,15:45,kollafj_r_ur_tunnel,2,0,0
400_0019,15:55,15:55,hosvik,3,0,0
400_0019,16:15,16:15,oyrarbakki,4,0,0
400_0019,16:30,16:30,skalafj_r_ur,5,0,0
400_0019,16:35,16:35,s_ldarfj_r_ur,6,0,0
400_0019,16:45,16:45,g_tudalur,7,0,0
400_0019,16:50,16:50,leirvik,8,0,0
400_0020,16:20,16:20,torshavn,1,0,0
400_0020,16:40,16:40,kollafj_r_ur_tunnel,2,0,0
400_0020,16:50,16:50,hosvik,3,0,0
400_0020,17:10,17:10,oyrarbakki,4,0,0
400_0020,17:25,17:25,skalafj_r_ur,5,0,0
400_0020,17:30,17:30,s_ldarfj_r_ur,6,0,0
400_0020,17:40,17:40,g_tudalur,7,0,0
400_0020,17:45,17:45,leirvik,8,0,0
400_0021,17:30,17:30,torshavn,1,0,0
400_0021,17:50,17:50,kollafj_r_ur_tunnel,2,0,0
400_0021,18:00,18:00,hosvik,3,0,0
400_0021,18:15,18:15,oyrarbakki,4,0,0
400_0021,18:30,18:30,skalafj_r_ur,5,0,0
400_0021,18:35,18:35,s_ldarfj_r_ur,6,0,0
400_0021,18:45,18:45,g_tudalur,7,0,0
400_0021,18:50,18:50,leirvik,8,0,0
400_0022,18:20,18:20,torshavn,1,0,0
400_0022,18:40,18:40,kollafj_r_ur_tunnel,2,0,0
400_0022,18:50,18:50,hosvik,3,0,0
400_0022,19:05,19:05,oyrarbakki,4,0,0
400_0022,19:20,19:20,skalafj_r_ur,5,0,0
400_0022,19:25,19:25,s_ldarfj_r_ur,6,0,0
400_0022,19:35,19:35,g_tudalur,7,0,0
400_0022,19:40,19:40,leirvik,8,0,0
400_0023,20:40,20:40,torshavn,1,0,0
400_0023,21:00,21:00,kollafj_r_ur_tunnel,2,0,0
400_0023,21:10,21:10,hosvik,3,0,0
400_0023,21:25,21:25,oyrarbakki,4,0,0
400_0023,21:40,21:40,skalafj_r_ur,5,0,0
400_0023,21:45,21:45,s_ldarfj_r_ur,6,0,0
400_0023,21:55,21:55,g_tudalur,7,0,0
400_0023,22:00,22:00,leirvik,8,0,0
401_0001,06:25,06:25,klaksvik,1,0,0
401_0001,06:35,06:35,leirvik,2,0,0
401_0001,06:40,06:40,g_tudalur,3,0,0
401_0001,06:50,06:50,s_ldarfj_r_ur,4,0,0
401_0001,07:00,07:00,runavik,5,0,0
401_0002,07:35,07:35,klaksvik,1,0,0
401_0002,07:45,07:45,leirvik,2,0,0
401_0002,07:57,07:57,g_tudalur,3,0,0
401_0002,08:05,08:05,s_ldarfj_r_ur,4,0,0
401_0002,08:15,08:15,runavik,5,0,0
401_0002,08:40,08:40,torshavn,6,0,0
401_0003,11:00,11:00,klaksvik,1,0,0
401_0003,11:10,11:10,leirvik,2,0,0
401_0003,11:15,11:15,g_tudalur,3,0,0
401_0003,11:25,11:25,s_ldarfj_r_ur,4,0,0
401_0003,11:35,11:35,runavik,5,0,0
401_0003,12:05,12:05,torshavn,6,0,0
401_0004,16:00,16:00,klaksvik,1,0,0
401_0004,16:10,16:10,leirvik,2,0,0
401_0004,16:15,16:15,g_tudalur,3,0,0
401_0004,16:25,16:25,s_ldarfj_r_ur,4,0,0
401_0004,16:35,16:35,runavik,5,0,0
401_0004,17:05,17:05,torshavn,6,0,0
401_0005,06:25,06:25,torshavn,1,0,0
401_0005,06:45,06:45,runavik,2,0,0
401_0005,06:55,06:55,s_ldarfj_r_ur,3,0,0
401_0005,07:05,07:05,g_tudalur,4,0,0
401_0005,07:10,07:10,leirvik,5,0,0
401_0005,07:30,07:30,klaksvik,6,0,0
401_0006,09:50,09:50,torshavn,1,0,0
401_0006,10:10,10:10,runavik,2,0,0
401_0006,10:20,10:20,s_ldarfj_r_ur,3,0,0
401_0006,10:30,10:30,g_tudalur,4,0,0
401_0006,10:35,10:35,leirvik,5,0,0
401_0006,10:55,10:55,klaksvik,6,0,0
401_0007,14:45,14:45,torshavn,1,0,0
401_0007,15:05,15:05,runavik,2,0,0
401_0007,15:15,15:15,s_ldarfj_r_ur,3,0,0
401_0007,15:25,15:25,g_tudalur,4,0,0
401_0007,15:30,15:30,leirvik,5,0,0
401_0007,15:50,15:50,klaksvik,6,0,0
401_0008,16:15,16:15,torshavn,1,0,0
401_0008,16:35,16:35,runavik,2,0,0
401_0008,16:45,16:45,s_ldarfj_r_ur,3,0,0
401_0008,16:55,16:55,g_tudalur,4,0,0
401_0008,17:00,17:00,leirvik,5,0,0
401_0008,17:20,17:20,klaksvik,6,0,0
410_0001,06:00,06:00,fuglafj_r_ur,1,0,0
410_0001,06:10,06:10,g_tudalur,2,0,0
410_0002,06:25,06:25,fuglafj_r_ur,1,0,0
410_0002,06:30,06:30,kambsdalur,2,0,0
410_0002,06:35,06:35,g_tudalur,3,0,0
410_0003,06:50,06:50,fuglafj_r_ur,1,0,0
410_0003,07:00,07:00,g_tudalur,2,0,0
410_0003,07:05,07:05,leirvik,3,0,0
410_0004,07:10,07:10,fuglafj_r_ur,1,0,0
410_0004,07:15,07:15,kambsdalur,2,0,0
410_0004,07:30,07:30,leirvik,3,0,0
410_0005,07:45,07:45,fuglafj_r_ur,1,0,0
410_0005,07:50,07:50,kambsdalur,2,0,0
410_0005,07:57,07:57,g_tudalur,3,0,0
410_0006,07:55,07:55,fuglafj_r_ur,1,0,0
410_0006,08:00,08:00,kambsdalur,2,0,0
410_0007,08:15,08:15,fuglafj_r_ur,1,0,0
410_0007,08:20,08:20,kambsdalur,2,0,0
410_0007,08:25,08:25,g_tudalur,3,0,0
410_0007,08:30,08:30,leirvik,4,0,0
410_0008,08:55,08:55,fuglafj_r_ur,1,0,0
410_0008,09:00,09:00,kambsdalur,2,0,0
410_0009,08:55,08:55,fuglafj_r_ur,1,0,0
410_0009,09:00,09:00,kambsdalur,2,0,0
410_0009,09:15,09:15,leirvik,3,0,0
410_0010,10:50,10:50,fuglafj_r_ur,1,0,0
410_0010,10:55,10:55,kambsdalur,2,0,0
410_0010,11:00,11:00,g_tudalur,3,0,0
410_0010,11:05,11:05,leirvik,4,0,0
410_0011,11:30,11:30,fuglafj_r_ur,1,0,0
410_0011,11:35,11:35,kambsdalur,2,0,0
410_0012,11:55,11:55,fuglafj_r_ur,1,0,0
410_0012,12:00,12:00,kambsdalur,2,0,0
410_0012,12:15,12:15,leirvik,3,0,0
410_0013,12:40,12:40,fuglafj_r_ur,1,0,0
410_0013,12:45,12:45,kambsdalur,2,0,0
410_0013,12:55,12:55,g_tudalur,3,0,0
410_0013,13:00,13:00,leirvik,4,0,0
410_0014,13:40,13:40,fuglafj_r_ur,1,0,0
410_0014,13:45,13:45,kambsdalur,2,0,0
410_0014,13:50,13:50,g_tudalur,3,0,0
410_0014,13:55,13:55,leirvik,4,0,0
410_0015,13:35,13:35,fuglafj_r_ur,1,0,0
410_0015,13:40,13:40,kambsdalur,2,0,0
410_0015,13:45,13:45,g_tudalur,3,0,0
410_0016,14:35,14:35,fuglafj_r_ur,1,0,0
410_0016,14:40,14:40,kambsdalur,2,0,0
410_0016,14:45,14:45,g_tudalur,3,0,0
410_0017,14:50,14:50,fuglafj_r_ur,1,0,0
410_0017,14:55,14:55,kambsdalur,2,0,0
410_0017,15:00,15:00,g_tudalur,3,0,0
410_0018,15:13,15:13,fuglafj_r_ur,1,0,0
410_0018,15:20,15:20,kambsdalur,2,0,0
410_0018,15:30,15:30,leirvik,3,0,0
410_0019,16:30,16:30,fuglafj_r_ur,1,0,0
410_0019,16:35,16:35,kambsdalur,2,0,0
410_0019,16:50,16:50,leirvik,3,0,0
410_0020,17:20,17:20,fuglafj_r_ur,1,0,0
410_0020,17:25,17:25,kambsdalur,2,0,0
410_0020,17:45,17:45,leirvik,3,0,0
410_0021,18:10,18:10,fuglafj_r_ur,1,0,0
410_0021,18:15,18:15,kambsdalur,2,0,0
410_0021,18:40,18:40,leirvik,3,0,0
410_0022,19:20,19:20,fuglafj_r_ur,1,0,0
410_0022,19:25,19:25,kambsdalur,2,0,0
410_0022,19:45,19:45,leirvik,3,0,0
410_0023,21:40,21:40,fuglafj_r_ur,1,0,0
410_0023,21:45,21:45,kambsdalur,2,0,0
410_0023,22:00,22:00,leirvik,3,0,0
410_0024,06:10,06:10,g_tudalur,1,0,0
410_0024,06:20,06:20,fuglafj_r_ur,2,0,0
410_0024,06:10,06:10,klaksvik,3,0,0
410_0025,07:25,07:25,g_tudalur,1,0,0
410_0025,07:35,07:35,kambsdalur,2,0,0
410_0025,07:45,07:45,fuglafj_r_ur,3,0,0
410_0025,07:25,07:25,torshavn,4,0,0
410_0026,07:20,07:20,klaksvik,1,0,0
410_0026,07:30,07:30,leirvik,2,0,0
410_0026,07:40,07:40,g_tudalur,3,0,0
410_0026,07:50,07:50,fuglafj_r_ur,4,0,0
410_0027,07:45,07:45,klaksvik,1,0,0
410_0027,07:55,07:55,leirvik,2,0,0
410_0027,08:00,08:00,g_tudalur,3,0,0
410_0027,08:05,08:05,kambsdalur,4,0,0
410_0027,08:15,08:15,fuglafj_r_ur,5,0,0
410_0028,08:50,08:50,klaksvik,1,0,0
410_0028,09:05,09:05,leirvik,2,0,0
410_0028,09:15,09:15,kambsdalur,3,0,0
410_0028,09:25,09:25,fuglafj_r_ur,4,0,0
410_0028,09:10,09:10,klaksvik,5,0,0
410_0028,09:10,09:10,torshavn,6,0,0
410_0029,10:20,10:20,klaksvik,1,0,0
410_0029,10:30,10:30,leirvik,2,0,0
410_0029,10:40,10:40,kambsdalur,3,0,0
410_0029,10:50,10:50,fuglafj_r_ur,4,0,0
410_0029,10:35,10:35,torshavn,5,0,0
410_0030,11:35,11:35,kambsdalur,1,0,0
410_0030,11:40,11:40,fuglafj_r_ur,2,0,0
410_0031,11:50,11:50,klaksvik,1,0,0
410_0031,12:05,12:05,leirvik,2,0,0
410_0031,12:15,12:15,kambsdalur,3,0,0
410_0031,12:20,12:20,fuglafj_r_ur,4,0,0
410_0031,12:10,12:10,klaksvik,5,0,0
410_0031,12:10,12:10,torshavn,6,0,0
410_0032,13:10,13:10,klaksvik,1,0,0
410_0032,13:20,13:20,leirvik,2,0,0
410_0032,13:40,13:40,fuglafj_r_ur,3,0,0
410_0032,13:25,13:25,torshavn,4,0,0
410_0033,14:10,14:10,klaksvik,1,0,0
410_0033,14:20,14:20,leirvik,2,0,0
410_0033,14:40,14:40,fuglafj_r_ur,3,0,0
410_0034,15:10,15:10,kambsdalur,1,0,0
410_0034,15:13,15:13,fuglafj_r_ur,2,0,0
410_0034,15:05,15:05,torshavn,3,0,0
410_0035,15:45,15:45,klaksvik,1,0,0
410_0035,15:55,15:55,leirvik,2,0,0
410_0035,16:05,16:05,kambsdalur,3,0,0
410_0035,16:15,16:15,fuglafj_r_ur,4,0,0
410_0036,16:25,16:25,klaksvik,1,0,0
410_0036,16:40,16:40,leirvik,2,0,0
410_0036,16:50,16:50,kambsdalur,3,0,0
410_0036,17:00,17:00,fuglafj_r_ur,4,0,0
410_0036,16:45,16:45,klaksvik,5,0,0
410_0036,16:45,16:45,torshavn,6,0,0
410_0037,17:05,17:05,g_tudalur,1,0,0
410_0037,17:10,17:10,kambsdalur,2,0,0
410_0037,17:15,17:15,fuglafj_r_ur,3,0,0
410_0038,17:45,17:45,kambsdalur,1,0,0
410_0038,17:50,17:50,fuglafj_r_ur,2,0,0
410_0038,17:40,17:40,torshavn,3,0,0
410_0039,18:05,18:05,klaksvik,1,0,0
410_0039,18:20,18:20,leirvik,2,0,0
410_0039,18:50,18:50,kambsdalur,3,0,0
410_0039,19:00,19:00,fuglafj_r_ur,4,0,0
410_0039,18:25,18:25,klaksvik,5,0,0
410_0039,18:45,18:45,torshavn,6,0,0
410_0040,19:40,19:40,kambsdalur,1,0,0
410_0040,19:45,19:45,fuglafj_r_ur,2,0,0
410_0040,19:35,19:35,torshavn,3,0,0
410_0041,21:10,21:10,klaksvik,1,0,0
410_0041,21:20,21:20,leirvik,2,0,0
410_0041,21:25,21:25,g_tudalur,3,0,0
410_0041,21:30,21:30,kambsdalur,4,0,0
410_0041,21:35,21:35,fuglafj_r_ur,5,0,0
410_0042,22:00,22:00,kambsdalur,1,0,0
410_0042,22:10,22:10,fuglafj_r_ur,2,0,0
410_0042,21:55,21:55,torshavn,3,0,0
440_0001,06:45,06:45,s_ldarfj_r_ur,1,0,0
440_0001,07:00,07:00,runavik,2,0,0
440_0002,06:45,06:45,strendur,1,0,0
440_0002,06:55,06:55,skala,2,0,0
440_0002,07:08,07:08,skalafj_r_ur,3,0,0
440_0003,07:10,07:10,strendur,1,0,0
440_0003,07:15,07:15,skala,2,0,0
440_0003,07:30,07:30,skalafj_r_ur,3,0,0
440_0003,07:40,07:40,s_ldarfj_r_ur,4,0,0
440_0003,07:50,07:50,runavik,5,0,0
440_0004,07:30,07:30,strendur,1,0,0
440_0004,07:35,07:35,skala,2,0,0
440_0004,07:50,07:50,skalafj_r_ur,3,0,0
440_0005,07:15,07:15,s_ldarfj_r_ur,1,0,0
440_0005,07:25,07:25,runavik,2,0,0
440_0005,07:35,07:35,toftir,3,0,0
440_0006,07:45,07:45,strendur,1,0,0
440_0006,07:50,07:50,skala,2,0,0
440_0006,08:00,08:00,skalafj_r_ur,3,0,0
440_0006,08:10,08:10,s_ldarfj_r_ur,4,0,0
440_0006,08:20,08:20,runavik,5,0,0
440_0006,08:30,08:30,toftir,6,0,0
440_0007,08:55,08:55,strendur,1,0,0
440_0007,09:00,09:00,skala,2,0,0
440_0007,09:20,09:20,skalafj_r_ur,3,0,0
440_0007,09:30,09:30,s_ldarfj_r_ur,4,0,0
440_0007,09:40,09:40,runavik,5,0,0
440_0007,09:45,09:45,toftir,6,0,0
440_0008,09:05,09:05,strendur,1,0,0
440_0008,09:10,09:10,skala,2,0,0
440_0008,09:25,09:25,skalafj_r_ur,3,0,0
440_0008,09:30,09:30,s_ldarfj_r_ur,4,0,0
440_0008,09:40,09:40,runavik,5,0,0
440_0008,09:45,09:45,toftir,6,0,0
440_0009,10:25,10:25,s_ldarfj_r_ur,1,0,0
440_0009,10:35,10:35,runavik,2,0,0
440_0009,10:45,10:45,toftir,3,0,0
440_0010,12:20,12:20,s_ldarfj_r_ur,1,0,0
440_0010,12:30,12:30,runavik,2,0,0
